pitcher_name,pitcher_id,game_date,season,team,opponent,strikeouts,innings_pitched,batters_faced,hits,walks,is_home,park_k_factor,days_rest,game_id
Dylan Cease,10010,2023-08-19,2023,TOR,CHC,2,4.3,17,4,3,0,0.97,25,2023_10010_21
Dylan Cease,10010,2023-08-22,2023,TOR,CLE,4,7.0,30,8,2,0,1.04,3,2023_10010_22
Dylan Cease,10010,2023-08-26,2023,TOR,CLE,5,6.7,31,8,2,0,1.04,4,2023_10010_23
Dylan Cease,10010,2023-09-05,2023,TOR,PHI,1,3.0,12,1,1,1,1.0,10,2023_10010_24
Dylan Cease,10010,2023-09-07,2023,TOR,ARI,6,6.3,25,8,3,0,1.03,2,2023_10010_25
Dylan Cease,10010,2023-09-28,2023,TOR,MIN,2,6.0,26,9,1,0,1.0,21,2023_10010_26
Kevin Gausman,10011,2023-04-21,2023,SDP,WSN,2,4.3,16,6,0,1,1.08,5,2023_10011_0
Kevin Gausman,10011,2023-04-24,2023,SDP,DET,3,6.7,28,8,3,1,1.08,3,2023_10011_1
Kevin Gausman,10011,2023-05-16,2023,SDP,CLE,4,6.0,28,10,3,0,1.04,22,2023_10011_2
Kevin Gausman,10011,2023-05-18,2023,SDP,WSN,7,7.0,25,7,3,0,1.01,2,2023_10011_3
Kevin Gausman,10011,2023-05-21,2023,SDP,LAD,11,5.0,19,3,2,1,1.08,3,2023_10011_4
Kevin Gausman,10011,2023-05-30,2023,SDP,OAK,1,6.3,24,6,3,0,1.0,9,2023_10011_5
Kevin Gausman,10011,2023-06-05,2023,SDP,NYY,2,6.7,25,6,3,0,0.99,6,2023_10011_6
Kevin Gausman,10011,2023-06-07,2023,SDP,OAK,6,6.3,26,6,3,0,1.0,2,2023_10011_7
Kevin Gausman,10011,2023-06-17,2023,SDP,WSN,6,6.0,29,7,3,0,1.01,10,2023_10011_8
Kevin Gausman,10011,2023-06-29,2023,SDP,TEX,4,4.0,16,2,2,0,0.99,12,2023_10011_9
Kevin Gausman,10011,2023-07-02,2023,SDP,WSN,10,7.7,35,9,2,1,1.08,3,2023_10011_10
Kevin Gausman,10011,2023-07-03,2023,SDP,SEA,3,4.3,16,6,0,1,1.08,1,2023_10011_11
Kevin Gausman,10011,2023-07-04,2023,SDP,LAD,4,6.0,28,7,1,1,1.08,1,2023_10011_12
Kevin Gausman,10011,2023-07-05,2023,SDP,PIT,1,3.7,16,4,3,0,1.0,1,2023_10011_13
Kevin Gausman,10011,2023-07-10,2023,SDP,TOR,7,6.7,29,7,1,0,1.0,5,2023_10011_14
Kevin Gausman,10011,2023-08-13,2023,SDP,TEX,9,9.0,32,11,3,1,1.08,30,2023_10011_15
Kevin Gausman,10011,2023-08-16,2023,SDP,CHW,4,4.3,18,2,2,0,0.99,3,2023_10011_16
Kevin Gausman,10011,2023-08-21,2023,SDP,PHI,6,5.3,25,4,0,0,1.01,5,2023_10011_17
Kevin Gausman,10011,2023-08-22,2023,SDP,DET,6,5.7,19,6,0,0,1.0,1,2023_10011_18
Kevin Gausman,10011,2023-08-30,2023,SDP,SFG,0,4.3,17,6,1,0,1.03,8,2023_10011_19
Kevin Gausman,10011,2023-09-07,2023,SDP,STL,8,5.0,23,5,3,1,1.08,8,2023_10011_20
Kevin Gausman,10011,2023-09-26,2023,SDP,CIN,3,4.3,18,4,1,0,1.0,19,2023_10011_21
Kevin Gausman,10011,2023-09-28,2023,SDP,LAA,1,3.0,11,5,1,0,0.99,2,2023_10011_22
Robbie Ray,10012,2023-04-01,2023,MIN,STL,2,5.0,24,5,2,0,1.0,5,2023_10012_0
Robbie Ray,10012,2023-04-03,2023,MIN,NYM,6,6.0,25,5,2,0,1.06,2,2023_10012_1
Robbie Ray,10012,2023-04-30,2023,MIN,SEA,3,3.3,11,3,1,0,1.04,27,2023_10012_2
Robbie Ray,10012,2023-05-02,2023,MIN,DET,3,7.0,31,5,3,1,1.0,2,2023_10012_3
Robbie Ray,10012,2023-05-15,2023,MIN,LAD,8,5.3,22,4,2,0,1.03,13,2023_10012_4
Robbie Ray,10012,2023-05-26,2023,MIN,COL,5,4.7,22,6,1,1,1.0,11,2023_10012_5
Robbie Ray,10012,2023-05-27,2023,MIN,LAD,2,4.7,21,1,1,1,1.0,1,2023_10012_6
Robbie Ray,10012,2023-05-30,2023,MIN,BOS,7,4.3,15,5,2,0,0.98,3,2023_10012_7
Robbie Ray,10012,2023-06-01,2023,MIN,TBR,4,5.0,23,9,1,1,1.0,2,2023_10012_8
Robbie Ray,10012,2023-06-11,2023,MIN,DET,3,4.7,21,5,1,1,1.0,10,2023_10012_9
Robbie Ray,10012,2023-06-14,2023,MIN,HOU,3,3.3,11,3,0,1,1.0,3,2023_10012_10
Robbie Ray,10012,2023-06-19,2023,MIN,KCR,1,4.0,15,5,3,1,1.0,5,2023_10012_11
Robbie Ray,10012,2023-07-03,2023,MIN,PHI,3,5.7,25,6,3,0,1.01,14,2023_10012_12
Robbie Ray,10012,2023-07-12,2023,MIN,SEA,5,5.3,24,7,2,0,1.04,9,2023_10012_13
Robbie Ray,10012,2023-08-15,2023,MIN,BAL,2,4.0,19,1,0,0,1.0,30,2023_10012_14
Robbie Ray,10012,2023-09-02,2023,MIN,LAD,1,5.3,22,5,2,1,1.0,18,2023_10012_15
Robbie Ray,10012,2023-09-04,2023,MIN,COL,2,5.7,22,6,2,1,1.0,2,2023_10012_16
Robbie Ray,10012,2023-09-16,2023,MIN,PIT,2,3.3,15,3,0,0,1.0,12,2023_10012_17
Robbie Ray,10012,2023-09-18,2023,MIN,CHW,3,5.7,23,8,3,1,1.0,2,2023_10012_18
Robbie Ray,10012,2023-09-23,2023,MIN,MIA,1,3.0,12,3,1,0,0.98,5,2023_10012_19
Logan Webb,10014,2023-04-01,2023,DET,CIN,10,5.0,20,6,2,0,1.0,5,2023_10014_0
Logan Webb,10014,2023-04-22,2023,DET,LAA,9,5.3,24,6,2,0,0.99,21,2023_10014_1
Logan Webb,10014,2023-04-24,2023,DET,NYM,8,5.0,23,4,0,1,1.0,2,2023_10014_2
Logan Webb,10014,2023-04-26,2023,DET,MIN,2,6.7,31,7,2,0,1.0,2,2023_10014_3
Logan Webb,10014,2023-04-28,2023,DET,LAA,8,7.0,27,7,1,0,0.99,2,2023_10014_4
Logan Webb,10014,2023-05-06,2023,DET,MIA,5,5.7,26,6,2,1,1.0,8,2023_10014_5
Logan Webb,10014,2023-05-13,2023,DET,WSN,4,4.3,15,5,3,0,1.01,7,2023_10014_6
Logan Webb,10014,2023-05-16,2023,DET,SEA,5,5.0,26,6,1,1,1.0,3,2023_10014_7
Logan Webb,10014,2023-05-26,2023,DET,SFG,11,6.0,26,7,2,0,1.03,10,2023_10014_8
Logan Webb,10014,2023-05-29,2023,DET,CHW,6,6.3,26,8,2,1,1.0,3,2023_10014_9
Logan Webb,10014,2023-06-04,2023,DET,WSN,11,6.7,26,9,1,0,1.01,6,2023_10014_10
Logan Webb,10014,2023-06-05,2023,DET,LAA,4,5.0,22,8,2,0,0.99,1,2023_10014_11
Logan Webb,10014,2023-06-07,2023,DET,KCR,3,3.7,12,5,1,0,0.96,2,2023_10014_12
Logan Webb,10014,2023-06-14,2023,DET,SDP,13,7.0,28,9,5,1,1.0,7,2023_10014_13
Logan Webb,10014,2023-06-17,2023,DET,MIL,5,8.7,39,8,2,1,1.0,3,2023_10014_14
Logan Webb,10014,2023-07-04,2023,DET,KCR,10,6.3,31,8,2,1,1.0,17,2023_10014_15
Logan Webb,10014,2023-07-17,2023,DET,TOR,12,7.0,27,7,2,1,1.0,13,2023_10014_16
Logan Webb,10014,2023-07-24,2023,DET,SFG,13,5.7,26,8,3,1,1.0,7,2023_10014_17
Logan Webb,10014,2023-08-04,2023,DET,SFG,3,7.3,31,7,1,1,1.0,11,2023_10014_18
Logan Webb,10014,2023-08-05,2023,DET,ATL,8,3.3,18,3,2,0,1.02,1,2023_10014_19
Logan Webb,10014,2023-08-06,2023,DET,ATL,6,7.0,25,5,2,1,1.0,1,2023_10014_20
Logan Webb,10014,2023-08-09,2023,DET,BAL,9,4.7,23,4,3,0,1.0,3,2023_10014_21
Logan Webb,10014,2023-08-18,2023,DET,LAA,8,5.3,23,5,2,0,0.99,9,2023_10014_22
Logan Webb,10014,2023-08-26,2023,DET,CHC,6,4.7,20,4,0,0,0.97,8,2023_10014_23
Logan Webb,10014,2023-09-06,2023,DET,STL,9,7.0,29,2,4,0,1.0,11,2023_10014_24
Logan Webb,10014,2023-09-08,2023,DET,PHI,9,6.0,25,6,3,1,1.0,2,2023_10014_25
Logan Webb,10014,2023-09-10,2023,DET,SEA,11,7.0,30,7,2,1,1.0,2,2023_10014_26
Logan Webb,10014,2023-09-29,2023,DET,SFG,8,6.3,23,6,1,0,1.03,19,2023_10014_27
Framber Valdez,10015,2023-03-31,2023,DET,NYY,5,5.3,23,7,1,1,1.0,5,2023_10015_0
Framber Valdez,10015,2023-04-05,2023,DET,MIL,4,7.3,31,6,3,1,1.0,5,2023_10015_1
Framber Valdez,10015,2023-04-09,2023,DET,LAD,15,6.3,25,6,1,1,1.0,4,2023_10015_2
Framber Valdez,10015,2023-04-10,2023,DET,LAA,2,5.3,25,5,0,0,0.99,1,2023_10015_3
Framber Valdez,10015,2023-04-12,2023,DET,LAA,3,4.3,16,2,3,1,1.0,2,2023_10015_4
Framber Valdez,10015,2023-05-06,2023,DET,NYM,12,7.3,32,8,3,1,1.0,24,2023_10015_5
Framber Valdez,10015,2023-05-10,2023,DET,WSN,1,6.0,24,3,1,0,1.01,4,2023_10015_6
Framber Valdez,10015,2023-05-11,2023,DET,MIL,5,6.3,26,7,2,0,1.05,1,2023_10015_7
Framber Valdez,10015,2023-05-14,2023,DET,LAA,3,6.0,24,9,2,0,0.99,3,2023_10015_8
Framber Valdez,10015,2023-05-15,2023,DET,CLE,4,6.0,24,7,1,1,1.0,1,2023_10015_9
Framber Valdez,10015,2023-05-16,2023,DET,WSN,2,6.3,25,8,2,0,1.01,1,2023_10015_10
Framber Valdez,10015,2023-05-26,2023,DET,NYY,8,6.7,26,6,2,0,0.99,10,2023_10015_11
Framber Valdez,10015,2023-06-15,2023,DET,NYY,4,6.3,26,6,2,1,1.0,20,2023_10015_12
Framber Valdez,10015,2023-06-24,2023,DET,TOR,5,6.7,33,6,1,0,1.0,9,2023_10015_13
Framber Valdez,10015,2023-07-04,2023,DET,MIA,10,7.3,30,7,2,1,1.0,10,2023_10015_14
Framber Valdez,10015,2023-07-05,2023,DET,CHC,4,5.7,24,3,2,0,0.97,1,2023_10015_15
Framber Valdez,10015,2023-07-07,2023,DET,NYM,2,4.3,15,3,2,0,1.06,2,2023_10015_16
Framber Valdez,10015,2023-07-11,2023,DET,BAL,6,4.0,19,4,2,0,1.0,4,2023_10015_17
Framber Valdez,10015,2023-07-22,2023,DET,OAK,3,5.7,24,5,0,0,1.0,11,2023_10015_18
Framber Valdez,10015,2023-08-09,2023,DET,SDP,7,7.7,30,10,3,1,1.0,18,2023_10015_19
Framber Valdez,10015,2023-08-21,2023,DET,SDP,6,6.3,28,8,3,0,1.08,12,2023_10015_20
Framber Valdez,10015,2023-08-24,2023,DET,CLE,6,6.0,26,7,2,0,1.04,3,2023_10015_21
Framber Valdez,10015,2023-08-28,2023,DET,LAA,8,6.0,21,6,3,0,0.99,4,2023_10015_22
Framber Valdez,10015,2023-08-29,2023,DET,SDP,4,7.0,31,9,2,1,1.0,1,2023_10015_23
Framber Valdez,10015,2023-08-31,2023,DET,SFG,4,3.3,16,2,0,1,1.0,2,2023_10015_24
Framber Valdez,10015,2023-09-05,2023,DET,TBR,8,6.0,25,6,3,1,1.0,5,2023_10015_25
Framber Valdez,10015,2023-09-24,2023,DET,KCR,9,6.0,21,9,3,0,0.96,19,2023_10015_26
Framber Valdez,10015,2023-09-30,2023,DET,LAA,4,6.3,27,8,1,1,1.0,6,2023_10015_27
Tyler Glasnow,10016,2023-04-03,2023,PHI,MIL,0,4.3,18,1,1,0,1.05,5,2023_10016_0
Tyler Glasnow,10016,2023-04-11,2023,PHI,MIN,2,4.7,21,3,2,1,1.01,8,2023_10016_1
Tyler Glasnow,10016,2023-04-13,2023,PHI,COL,1,3.3,11,3,1,1,1.01,2,2023_10016_2
Tyler Glasnow,10016,2023-04-23,2023,PHI,LAD,5,3.7,14,4,2,0,1.03,10,2023_10016_3
Tyler Glasnow,10016,2023-04-24,2023,PHI,TBR,6,5.3,21,7,2,1,1.01,1,2023_10016_4
Tyler Glasnow,10016,2023-05-03,2023,PHI,STL,4,5.0,21,3,1,0,1.0,9,2023_10016_5
Tyler Glasnow,10016,2023-05-05,2023,PHI,KCR,1,3.0,12,0,1,1,1.01,2,2023_10016_6
Tyler Glasnow,10016,2023-05-16,2023,PHI,NYM,3,4.7,16,5,0,0,1.06,11,2023_10016_7
Tyler Glasnow,10016,2023-05-25,2023,PHI,CHW,0,3.3,13,4,1,0,0.99,9,2023_10016_8
Tyler Glasnow,10016,2023-06-04,2023,PHI,TOR,4,6.0,26,6,3,1,1.01,10,2023_10016_9
Tyler Glasnow,10016,2023-06-09,2023,PHI,MIL,2,6.0,25,6,1,0,1.05,5,2023_10016_10
Tyler Glasnow,10016,2023-06-17,2023,PHI,LAA,4,5.0,25,8,2,0,0.99,8,2023_10016_11
Tyler Glasnow,10016,2023-06-18,2023,PHI,SDP,3,7.0,29,6,3,0,1.08,1,2023_10016_12
Tyler Glasnow,10016,2023-06-21,2023,PHI,CLE,4,5.7,24,6,1,1,1.01,3,2023_10016_13
Tyler Glasnow,10016,2023-06-24,2023,PHI,BOS,5,4.0,16,6,1,0,0.98,3,2023_10016_14
Tyler Glasnow,10016,2023-07-01,2023,PHI,SDP,5,5.0,20,7,0,0,1.08,7,2023_10016_15
Tyler Glasnow,10016,2023-07-03,2023,PHI,TOR,7,7.3,28,6,3,1,1.01,2,2023_10016_16
Tyler Glasnow,10016,2023-07-11,2023,PHI,SDP,6,6.3,28,7,1,0,1.08,8,2023_10016_17
Tyler Glasnow,10016,2023-07-20,2023,PHI,CIN,2,4.3,21,4,2,0,1.0,9,2023_10016_18
Tyler Glasnow,10016,2023-08-01,2023,PHI,LAA,3,3.0,13,2,2,0,0.99,12,2023_10016_19
Tyler Glasnow,10016,2023-08-07,2023,PHI,OAK,5,6.7,31,6,0,1,1.01,6,2023_10016_20
Tyler Glasnow,10016,2023-08-12,2023,PHI,TOR,4,5.0,23,5,0,0,1.0,5,2023_10016_21
Tyler Glasnow,10016,2023-08-23,2023,PHI,HOU,2,3.0,13,4,1,1,1.01,11,2023_10016_22
Tyler Glasnow,10016,2023-08-27,2023,PHI,CHC,6,5.7,22,5,2,1,1.01,4,2023_10016_23
Tyler Glasnow,10016,2023-08-28,2023,PHI,CHW,1,4.3,15,5,1,1,1.01,1,2023_10016_24
Tyler Glasnow,10016,2023-09-18,2023,PHI,CHW,1,5.3,26,3,2,1,1.01,21,2023_10016_25
Chris Sale,10017,2023-03-30,2023,NYY,ARI,2,5.7,28,9,3,1,0.99,5,2023_10017_0
Chris Sale,10017,2023-04-05,2023,NYY,BOS,4,3.7,20,5,0,1,0.99,6,2023_10017_1
Chris Sale,10017,2023-04-14,2023,NYY,NYM,3,4.7,16,4,1,0,1.06,9,2023_10017_2
Chris Sale,10017,2023-04-17,2023,NYY,MIN,7,5.7,27,7,2,1,0.99,3,2023_10017_3
Chris Sale,10017,2023-04-22,2023,NYY,BOS,2,4.0,14,6,1,0,0.98,5,2023_10017_4
Chris Sale,10017,2023-05-09,2023,NYY,ARI,3,4.0,21,2,1,1,0.99,17,2023_10017_5
Chris Sale,10017,2023-05-17,2023,NYY,LAD,3,4.3,18,5,1,1,0.99,8,2023_10017_6
Chris Sale,10017,2023-05-20,2023,NYY,MIL,1,4.3,15,6,1,0,1.05,3,2023_10017_7
Chris Sale,10017,2023-05-22,2023,NYY,TBR,4,4.0,14,5,1,1,0.99,2,2023_10017_8
Chris Sale,10017,2023-06-06,2023,NYY,TBR,4,5.0,18,5,1,1,0.99,15,2023_10017_9
Chris Sale,10017,2023-06-11,2023,NYY,DET,2,5.3,18,5,2,1,0.99,5,2023_10017_10
Chris Sale,10017,2023-06-12,2023,NYY,DET,4,6.3,27,6,4,1,0.99,1,2023_10017_11
Chris Sale,10017,2023-06-16,2023,NYY,MIA,7,6.7,26,8,2,1,0.99,4,2023_10017_12
Chris Sale,10017,2023-06-22,2023,NYY,NYM,2,5.0,22,5,2,1,0.99,6,2023_10017_13
Chris Sale,10017,2023-06-23,2023,NYY,OAK,2,3.0,14,5,0,1,0.99,1,2023_10017_14
Chris Sale,10017,2023-07-02,2023,NYY,NYM,4,4.3,21,3,1,1,0.99,9,2023_10017_15
Chris Sale,10017,2023-07-07,2023,NYY,TOR,4,4.0,21,3,0,0,1.0,5,2023_10017_16
Chris Sale,10017,2023-07-09,2023,NYY,LAA,8,6.3,29,6,3,1,0.99,2,2023_10017_17
Chris Sale,10017,2023-07-20,2023,NYY,COL,5,4.3,19,4,2,0,0.92,11,2023_10017_18
Chris Sale,10017,2023-07-28,2023,NYY,TEX,6,5.7,26,7,2,1,0.99,8,2023_10017_19
Chris Sale,10017,2023-08-05,2023,NYY,CHC,4,4.7,20,4,1,1,0.99,8,2023_10017_20
Chris Sale,10017,2023-08-06,2023,NYY,BAL,5,6.3,24,6,3,0,1.0,1,2023_10017_21
Chris Sale,10017,2023-08-22,2023,NYY,PIT,3,6.3,26,8,1,0,1.0,16,2023_10017_22
Chris Sale,10017,2023-08-31,2023,NYY,TEX,7,5.7,25,9,1,1,0.99,9,2023_10017_23
Chris Sale,10017,2023-09-02,2023,NYY,DET,6,5.7,27,3,1,0,1.0,2,2023_10017_24
Chris Sale,10017,2023-09-06,2023,NYY,PHI,4,4.3,21,3,1,1,0.99,4,2023_10017_25
Chris Sale,10017,2023-09-07,2023,NYY,NYM,2,5.0,25,2,1,1,0.99,1,2023_10017_26
Chris Sale,10017,2023-09-11,2023,NYY,BOS,3,4.0,16,5,1,0,0.98,4,2023_10017_27
Chris Sale,10017,2023-09-14,2023,NYY,STL,3,6.0,27,5,3,0,1.0,3,2023_10017_28
Blake Snell,10018,2023-03-30,2023,ATL,SDP,2,6.3,29,4,2,0,1.08,5,2023_10018_0
Blake Snell,10018,2023-03-31,2023,ATL,COL,2,5.7,25,5,2,1,1.02,1,2023_10018_1
Blake Snell,10018,2023-04-02,2023,ATL,SDP,2,6.3,22,5,1,0,1.08,2,2023_10018_2
Blake Snell,10018,2023-04-06,2023,ATL,SEA,4,3.3,18,2,2,0,1.04,4,2023_10018_3
Blake Snell,10018,2023-04-15,2023,ATL,TOR,1,3.0,14,2,2,0,1.0,9,2023_10018_4
Blake Snell,10018,2023-04-16,2023,ATL,NYY,3,4.7,18,7,0,0,0.99,1,2023_10018_5
Blake Snell,10018,2023-04-29,2023,ATL,CIN,2,3.3,14,4,1,1,1.02,13,2023_10018_6
Blake Snell,10018,2023-05-05,2023,ATL,COL,0,4.7,19,2,2,1,1.02,6,2023_10018_7
Blake Snell,10018,2023-05-12,2023,ATL,CIN,0,3.3,14,2,2,1,1.02,7,2023_10018_8
Blake Snell,10018,2023-05-22,2023,ATL,CIN,2,3.0,13,3,1,1,1.02,10,2023_10018_9
Blake Snell,10018,2023-06-07,2023,ATL,HOU,2,6.0,25,6,2,0,1.02,16,2023_10018_10
Blake Snell,10018,2023-06-15,2023,ATL,SEA,1,4.7,21,7,0,0,1.04,8,2023_10018_11
Blake Snell,10018,2023-06-20,2023,ATL,MIL,4,4.7,18,6,0,0,1.05,5,2023_10018_12
Blake Snell,10018,2023-06-24,2023,ATL,TOR,3,3.0,12,2,0,1,1.02,4,2023_10018_13
Blake Snell,10018,2023-06-29,2023,ATL,LAD,4,5.0,20,5,0,1,1.02,5,2023_10018_14
Blake Snell,10018,2023-07-01,2023,ATL,CIN,8,3.0,15,5,0,1,1.02,2,2023_10018_15
Blake Snell,10018,2023-07-11,2023,ATL,NYY,0,4.3,17,7,1,1,1.02,10,2023_10018_16
Blake Snell,10018,2023-07-13,2023,ATL,COL,5,4.0,16,6,1,1,1.02,2,2023_10018_17
Blake Snell,10018,2023-07-21,2023,ATL,DET,3,3.3,11,2,1,1,1.02,8,2023_10018_18
Blake Snell,10018,2023-07-23,2023,ATL,SDP,1,5.7,24,8,3,1,1.02,2,2023_10018_19
Blake Snell,10018,2023-08-06,2023,ATL,NYM,5,4.3,16,4,1,0,1.06,14,2023_10018_20
Blake Snell,10018,2023-08-25,2023,ATL,SEA,6,4.3,20,4,0,0,1.04,19,2023_10018_21
Blake Snell,10018,2023-09-01,2023,ATL,BAL,2,4.7,23,5,1,1,1.02,7,2023_10018_22
Blake Snell,10018,2023-09-03,2023,ATL,COL,4,4.0,17,3,1,0,0.92,2,2023_10018_23
Blake Snell,10018,2023-09-22,2023,ATL,HOU,2,3.0,12,5,2,0,1.02,19,2023_10018_24
Sandy Alcantara,10019,2023-04-05,2023,SFG,MIL,6,4.3,19,4,2,1,1.03,5,2023_10019_0
Sandy Alcantara,10019,2023-04-11,2023,SFG,COL,4,6.0,23,8,2,1,1.03,6,2023_10019_1
Sandy Alcantara,10019,2023-04-21,2023,SFG,TBR,5,4.7,19,7,3,0,1.05,10,2023_10019_2
Sandy Alcantara,10019,2023-04-28,2023,SFG,CIN,2,6.0,25,6,1,1,1.03,7,2023_10019_3
Sandy Alcantara,10019,2023-04-29,2023,SFG,BAL,2,5.7,23,6,2,0,1.0,1,2023_10019_4
Sandy Alcantara,10019,2023-04-30,2023,SFG,COL,3,6.0,21,3,2,0,0.92,1,2023_10019_5
Sandy Alcantara,10019,2023-05-05,2023,SFG,CHC,9,5.7,22,6,2,1,1.03,5,2023_10019_6
Sandy Alcantara,10019,2023-05-07,2023,SFG,WSN,7,5.0,17,6,1,1,1.03,2,2023_10019_7
Sandy Alcantara,10019,2023-05-11,2023,SFG,ARI,11,5.3,20,6,3,0,1.03,4,2023_10019_8
Sandy Alcantara,10019,2023-05-15,2023,SFG,NYM,8,8.0,36,10,4,0,1.06,4,2023_10019_9
Sandy Alcantara,10019,2023-05-19,2023,SFG,KCR,5,5.0,18,8,2,0,0.96,4,2023_10019_10
Sandy Alcantara,10019,2023-05-28,2023,SFG,MIA,1,3.7,21,3,1,1,1.03,9,2023_10019_11
Sandy Alcantara,10019,2023-06-01,2023,SFG,KCR,9,6.7,25,8,2,1,1.03,4,2023_10019_12
Sandy Alcantara,10019,2023-06-22,2023,SFG,PHI,6,3.7,19,4,0,1,1.03,21,2023_10019_13
Sandy Alcantara,10019,2023-06-27,2023,SFG,CHC,9,4.7,19,3,1,0,0.97,5,2023_10019_14
Sandy Alcantara,10019,2023-07-01,2023,SFG,BOS,4,3.0,10,0,0,0,0.98,4,2023_10019_15
Sandy Alcantara,10019,2023-07-09,2023,SFG,CHW,5,7.0,27,8,4,0,0.99,8,2023_10019_16
Sandy Alcantara,10019,2023-07-19,2023,SFG,HOU,4,4.3,15,6,1,0,1.02,10,2023_10019_17
Sandy Alcantara,10019,2023-07-26,2023,SFG,DET,6,5.0,24,8,2,1,1.03,7,2023_10019_18
Sandy Alcantara,10019,2023-07-30,2023,SFG,WSN,3,6.7,29,7,2,1,1.03,4,2023_10019_19
Sandy Alcantara,10019,2023-07-31,2023,SFG,WSN,3,4.7,19,6,2,0,1.01,1,2023_10019_20
Sandy Alcantara,10019,2023-08-01,2023,SFG,COL,6,5.0,22,7,2,0,0.92,1,2023_10019_21
Sandy Alcantara,10019,2023-08-14,2023,SFG,COL,6,6.0,29,9,1,1,1.03,13,2023_10019_22
Sandy Alcantara,10019,2023-08-18,2023,SFG,SEA,5,4.0,17,3,1,1,1.03,4,2023_10019_23
Sandy Alcantara,10019,2023-08-24,2023,SFG,PHI,6,6.7,30,9,3,0,1.01,6,2023_10019_24
Sandy Alcantara,10019,2023-08-26,2023,SFG,STL,13,5.3,24,4,1,0,1.0,2,2023_10019_25
Sandy Alcantara,10019,2023-08-30,2023,SFG,BAL,5,4.7,16,4,2,1,1.03,4,2023_10019_26
Sandy Alcantara,10019,2023-09-19,2023,SFG,CHC,0,5.0,20,6,2,0,0.97,20,2023_10019_27
Sandy Alcantara,10019,2023-09-26,2023,SFG,NYY,4,5.7,22,6,2,1,1.03,7,2023_10019_28
Shohei Ohtani,10020,2023-03-29,2023,HOU,ARI,2,7.0,31,6,2,1,1.02,5,2023_10020_0
Shohei Ohtani,10020,2023-03-31,2023,HOU,SFG,0,6.0,23,8,2,0,1.03,2,2023_10020_1
Shohei Ohtani,10020,2023-04-01,2023,HOU,NYY,3,5.0,17,6,1,0,0.99,1,2023_10020_2
Shohei Ohtani,10020,2023-04-02,2023,HOU,SFG,7,7.3,35,8,3,0,1.03,1,2023_10020_3
Shohei Ohtani,10020,2023-04-05,2023,HOU,PHI,2,6.0,23,6,1,0,1.01,3,2023_10020_4
Shohei Ohtani,10020,2023-04-10,2023,HOU,SEA,1,4.7,18,7,1,1,1.02,5,2023_10020_5
Shohei Ohtani,10020,2023-04-26,2023,HOU,ARI,0,6.0,25,7,2,0,1.03,16,2023_10020_6
Shohei Ohtani,10020,2023-05-07,2023,HOU,STL,6,8.3,37,8,4,1,1.02,11,2023_10020_7
Shohei Ohtani,10020,2023-05-12,2023,HOU,OAK,8,7.3,34,7,3,0,1.0,5,2023_10020_8
Shohei Ohtani,10020,2023-05-22,2023,HOU,SFG,3,7.0,28,6,3,1,1.02,10,2023_10020_9
Shohei Ohtani,10020,2023-05-24,2023,HOU,NYY,6,6.0,22,7,2,1,1.02,2,2023_10020_10
Shohei Ohtani,10020,2023-05-27,2023,HOU,TBR,10,6.3,27,7,3,0,1.05,3,2023_10020_11
Shohei Ohtani,10020,2023-05-28,2023,HOU,NYM,10,7.3,33,9,3,0,1.06,1,2023_10020_12
Shohei Ohtani,10020,2023-05-29,2023,HOU,ARI,6,8.0,37,11,2,0,1.03,1,2023_10020_13
Shohei Ohtani,10020,2023-06-07,2023,HOU,BAL,4,6.0,25,7,2,1,1.02,9,2023_10020_14
Shohei Ohtani,10020,2023-06-08,2023,HOU,NYM,9,6.7,28,7,3,0,1.06,1,2023_10020_15
Shohei Ohtani,10020,2023-06-11,2023,HOU,TEX,9,7.0,30,8,2,1,1.02,3,2023_10020_16
Shohei Ohtani,10020,2023-06-26,2023,HOU,CIN,13,9.0,39,11,4,1,1.02,15,2023_10020_17
Shohei Ohtani,10020,2023-06-30,2023,HOU,NYY,4,4.0,19,3,1,0,0.99,4,2023_10020_18
Shohei Ohtani,10020,2023-07-05,2023,HOU,MIN,5,5.7,23,6,2,1,1.02,5,2023_10020_19
Shohei Ohtani,10020,2023-07-06,2023,HOU,STL,2,8.0,32,8,3,0,1.0,1,2023_10020_20
Shohei Ohtani,10020,2023-07-14,2023,HOU,CHW,11,6.7,27,3,1,0,0.99,8,2023_10020_21
Shohei Ohtani,10020,2023-07-30,2023,HOU,ATL,7,6.3,23,6,2,0,1.02,16,2023_10020_22
Shohei Ohtani,10020,2023-08-13,2023,HOU,PIT,7,5.3,24,5,1,1,1.02,14,2023_10020_23
Shohei Ohtani,10020,2023-08-23,2023,HOU,PIT,1,4.0,17,2,1,0,1.0,10,2023_10020_24
Shohei Ohtani,10020,2023-08-29,2023,HOU,DET,5,4.3,23,4,0,0,1.0,6,2023_10020_25
Shohei Ohtani,10020,2023-08-30,2023,HOU,SFG,9,6.3,22,6,3,0,1.03,1,2023_10020_26
Shohei Ohtani,10020,2023-09-09,2023,HOU,PHI,2,5.0,22,6,1,1,1.02,10,2023_10020_27
Shohei Ohtani,10020,2023-09-21,2023,HOU,BOS,7,5.7,27,5,2,1,1.02,12,2023_10020_28
